Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
WA	85.00	0.00	0.00	205.00	0.00	0.00	125.00	0.00	0.00	165.00	0.00	0.00	145.00	0.00	0.00	251.33	40.00	0.00	21.08	7.57	90.19	-3.87	22.58	91.59	41.55	7.57	22.58	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:35:39
WA	90.00	0.00	0.00	210.00	0.00	0.00	130.00	0.00	0.00	170.00	0.00	0.00	150.00	0.00	0.00	251.33	40.00	0.00	19.03	6.79	89.64	1.93	49.08	92.78	-10.89	8.48	49.08	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:35:45
WA	95.00	0.00	0.00	215.00	0.00	0.00	135.00	0.00	0.00	175.00	0.00	0.00	155.00	0.00	0.00	251.33	40.00	0.00	24.44	8.95	91.96	15.75	19.72	93.42	51.82	5.97	19.72	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:35:51
WA	100.00	0.00	0.00	220.00	0.00	0.00	140.00	0.00	0.00	180.00	0.00	0.00	160.00	0.00	0.00	251.33	40.00	0.00	18.41	6.82	93.07	4.72	20.23	95.43	69.81	8.08	20.23	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:35:57
WA	105.00	0.00	0.00	225.00	0.00	0.00	145.00	0.00	0.00	185.00	0.00	0.00	165.00	0.00	0.00	251.33	40.00	0.00	16.66	6.16	92.98	-25.21	34.86	95.13	67.58	1.03	34.86	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:36:03
WA	110.00	0.00	0.00	230.00	0.00	0.00	150.00	0.00	0.00	190.00	0.00	0.00	170.00	0.00	0.00	251.33	40.00	0.00	19.50	8.26	106.41	34.01	33.48	108.14	4.86	6.45	33.48	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:36:09
WA	115.00	0.00	0.00	235.00	0.00	0.00	155.00	0.00	0.00	195.00	0.00	0.00	175.00	0.00	0.00	251.33	40.00	0.00	17.63	7.33	104.57	-38.52	23.13	105.10	36.64	0.76	23.13	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:36:15
WA	120.00	0.00	0.00	240.00	0.00	0.00	160.00	0.00	0.00	200.00	0.00	0.00	180.00	0.00	0.00	251.33	40.00	0.00	14.46	5.97	103.68	1.77	-29.49	99.78	114.37	9.27	-29.49	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:36:21
WA	125.00	0.00	0.00	245.00	0.00	0.00	165.00	0.00	0.00	205.00	0.00	0.00	185.00	0.00	0.00	251.33	40.00	0.00	30.53	12.97	106.78	-9.51	38.36	115.10	172.18	4.10	9.68	9.40	8.23	6.54	4.51	3	10:10	2	300	05.03.2008 16:53:18
WA	130.00	0.00	0.00	250.00	0.00	0.00	170.00	0.00	0.00	210.00	0.00	0.00	190.00	0.00	0.00	251.33	40.00	0.00	32.65	13.41	103.23	-20.29	40.58	107.08	154.52	4.08	9.99	9.38	8.62	7.34	5.25	3	10:10	2	300	05.03.2008 16:53:24
WA	135.00	0.00	0.00	255.00	0.00	0.00	175.00	0.00	0.00	215.00	0.00	0.00	195.00	0.00	0.00	251.33	40.00	0.00	25.74	9.94	97.11	-59.67	43.23	107.28	182.90	4.12	9.22	9.39	9.15	8.33	7.14	3	10:10	2	400	05.03.2008 16:59:10
WA	140.00	0.00	0.00	260.00	0.00	0.00	180.00	0.00	0.00	220.00	0.00	0.00	200.00	0.00	0.00	251.33	40.00	0.00	41.36	14.50	88.09	-187.15	32.80	103.20	373.21	2.86	9.64	8.99	7.40	4.82	1.96	3	10:10	2	400	05.03.2008 16:59:15
WA	145.00	0.00	0.00	265.00	0.00	0.00	185.00	0.00	0.00	225.00	0.00	0.00	205.00	0.00	0.00	251.33	40.00	0.00	15.25	4.33	71.42	-32.83	3.62	63.74	-125.79	2.00	3.62	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:36:50
WA	150.00	0.00	0.00	270.00	0.00	0.00	190.00	0.00	0.00	230.00	0.00	0.00	210.00	0.00	0.00	251.33	40.00	0.00	25.15	7.66	76.51	-334.61	11.43	86.61	582.23	7.11	9.17	7.66	3.87	-1.79	-7.49	3	10:10	2	300	05.03.2008 16:53:42
WA	155.00	0.00	0.00	275.00	0.00	0.00	195.00	0.00	0.00	235.00	0.00	0.00	215.00	0.00	0.00	251.33	40.00	0.00	18.47	5.16	70.22	-31.82	26.08	66.35	-63.20	1.13	26.08	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:37:02
WA	160.00	0.00	0.00	280.00	0.00	0.00	200.00	0.00	0.00	240.00	0.00	0.00	220.00	0.00	0.00	251.33	40.00	0.00	47.82	15.93	83.74	-150.67	65.33	93.23	-57.13	3.79	9.99	10.86	12.87	14.99	16.62	3	10:10	2	300	05.03.2008 16:53:48
WA	165.00	0.00	0.00	285.00	0.00	0.00	205.00	0.00	0.00	245.00	0.00	0.00	225.00	0.00	0.00	251.33	40.00	0.00	33.37	11.62	87.51	-1.93	59.90	92.28	-2.76	5.17	59.90	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:37:14
WA	170.00	0.00	0.00	290.00	0.00	0.00	210.00	0.00	0.00	250.00	0.00	0.00	230.00	0.00	0.00	251.33	40.00	0.00	22.75	7.13	78.68	-94.69	16.29	79.40	99.65	8.16	16.29	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:37:20
WA	175.00	0.00	0.00	295.00	0.00	0.00	215.00	0.00	0.00	255.00	0.00	0.00	235.00	0.00	0.00	251.33	40.00	0.00	31.49	10.19	81.35	-437.42	41.09	100.95	418.38	5.55	9.86	9.26	8.88	7.71	5.39	3	10:10	2	300	05.03.2008 16:53:54
WA	180.00	0.00	0.00	300.00	0.00	0.00	220.00	0.00	0.00	260.00	0.00	0.00	240.00	0.00	0.00	251.33	40.00	0.00	16.52	5.93	90.21	-35.02	58.13	89.50	-121.33	1.05	58.13	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:37:32
WA	185.00	0.00	0.00	305.00	0.00	0.00	225.00	0.00	0.00	265.00	0.00	0.00	245.00	0.00	0.00	251.33	40.00	0.00	40.38	15.97	99.41	-24.75	-2.02	97.15	63.24	3.55	-2.02	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:37:38
WA	190.00	0.00	0.00	310.00	0.00	0.00	230.00	0.00	0.00	270.00	0.00	0.00	250.00	0.00	0.00	251.33	40.00	0.00	29.70	11.05	93.46	-214.52	17.06	113.01	567.46	5.44	9.33	7.54	4.62	-0.06	-4.37	3	10:10	2	300	05.03.2008 16:54:00
WA	195.00	0.00	0.00	315.00	0.00	0.00	235.00	0.00	0.00	275.00	0.00	0.00	255.00	0.00	0.00	251.33	40.00	0.00	19.65	8.88	113.56	-2.31	13.74	113.37	47.88	6.26	13.74	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:37:50
WA	200.00	0.00	0.00	320.00	0.00	0.00	240.00	0.00	0.00	280.00	0.00	0.00	260.00	0.00	0.00	251.33	40.00	0.00	31.78	15.85	125.35	54.38	58.97	146.82	31.97	3.75	10.02	10.54	11.85	12.88	13.67	3	10:10	2	100	05.03.2008 20:47:07
WA	205.00	0.00	0.00	325.00	0.00	0.00	245.00	0.00	0.00	285.00	0.00	0.00	265.00	0.00	0.00	251.33	40.00	0.00	34.63	15.87	115.19	20.11	49.83	123.90	45.92	3.61	9.81	10.06	10.27	10.15	9.53	3	10:10	2	100	05.03.2008 20:47:11
WA	210.00	0.00	0.00	330.00	0.00	0.00	250.00	0.00	0.00	290.00	0.00	0.00	270.00	0.00	0.00	251.33	40.00	0.00	28.46	12.93	114.19	0.44	39.97	148.21	389.95	4.77	9.79	9.40	8.53	7.30	4.95	3	10:10	2	100	05.03.2008 20:47:14
WA	215.00	0.00	0.00	335.00	0.00	0.00	255.00	0.00	0.00	295.00	0.00	0.00	275.00	0.00	0.00	251.33	40.00	0.00	32.07	13.38	104.86	90.32	72.09	128.00	-14.51	4.07	10.09	11.28	13.97	17.11	19.64	3	10:10	2	100	05.03.2008 20:47:18
WA	220.00	0.00	0.00	340.00	0.00	0.00	260.00	0.00	0.00	300.00	0.00	0.00	280.00	0.00	0.00	251.33	40.00	0.00	29.79	12.04	101.60	-10.71	6.36	177.24	767.54	5.87	9.14	7.18	3.11	-2.96	-10.11	3	10:10	2	100	05.03.2008 20:47:22
WA	225.00	0.00	0.00	345.00	0.00	0.00	265.00	0.00	0.00	305.00	0.00	0.00	285.00	0.00	0.00	251.33	40.00	0.00	33.25	14.98	113.20	59.41	-0.92	160.68	729.32	4.02	9.08	6.96	1.96	-5.34	-13.59	3	10:10	2	100	05.03.2008 20:47:26
WA	230.00	0.00	0.00	350.00	0.00	0.00	270.00	0.00	0.00	310.00	0.00	0.00	290.00	0.00	0.00	251.33	40.00	0.00	38.76	15.48	100.38	82.45	24.25	135.29	525.72	3.93	9.43	8.33	6.11	2.55	-2.17	3	10:10	2	100	05.03.2008 20:47:30
WA	235.00	0.00	0.00	355.00	0.00	0.00	275.00	0.00	0.00	315.00	0.00	0.00	295.00	0.00	0.00	251.33	40.00	0.00	38.80	13.45	87.10	34.74	22.90	115.22	524.19	4.38	9.38	8.36	5.80	2.13	-2.77	3	10:10	2	100	05.03.2008 20:47:33
WA	240.00	0.00	0.00	360.00	0.00	0.00	280.00	0.00	0.00	320.00	0.00	0.00	300.00	0.00	0.00	251.33	40.00	0.00	19.20	14.14	185.13	192.11	48.36	225.47	-57.86	5.75	9.65	9.92	9.98	9.69	9.12	3	10:10	2	100	05.03.2008 20:58:27
WA	245.00	0.00	0.00	365.00	0.00	0.00	285.00	0.00	0.00	325.00	0.00	0.00	305.00	0.00	0.00	251.33	40.00	0.00	34.67	11.08	80.30	-47.52	35.82	108.47	501.88	5.67	9.32	9.11	8.12	6.05	3.22	3	10:10	2	100	05.03.2008 20:47:41
WA	250.00	0.00	0.00	370.00	0.00	0.00	290.00	0.00	0.00	330.00	0.00	0.00	310.00	0.00	0.00	251.33	40.00	0.00	46.63	16.12	86.86	-136.95	54.97	112.61	291.91	3.88	9.88	10.20	11.16	11.74	11.99	3	10:10	2	100	05.03.2008 20:47:45
WA	255.00	0.00	0.00	375.00	0.00	0.00	295.00	0.00	0.00	335.00	0.00	0.00	315.00	0.00	0.00	251.33	40.00	0.00	21.46	8.97	105.09	-146.22	52.06	183.16	571.61	7.02	9.55	10.21	11.10	10.89	10.32	3	10:10	2	100	05.03.2008 20:47:49
WA	260.00	0.00	0.00	380.00	0.00	0.00	300.00	0.00	0.00	340.00	0.00	0.00	320.00	0.00	0.00	251.33	40.00	0.00	34.39	15.99	116.86	-18.69	31.16	160.35	535.64	4.40	9.68	9.01	7.14	4.34	0.99	3	10:10	2	100	05.03.2008 20:47:52
WA	265.00	0.00	0.00	385.00	0.00	0.00	305.00	0.00	0.00	345.00	0.00	0.00	325.00	0.00	0.00	251.33	40.00	0.00	23.34	9.63	103.70	-59.62	60.96	146.40	329.58	6.04	10.00	10.82	12.10	13.80	14.25	3	10:10	2	100	05.03.2008 20:47:56
WA	270.00	0.00	0.00	390.00	0.00	0.00	310.00	0.00	0.00	350.00	0.00	0.00	330.00	0.00	0.00	251.33	40.00	0.00	30.38	12.91	106.83	-129.67	18.82	140.70	586.60	4.53	9.36	8.03	5.01	0.72	-4.30	3	10:10	2	100	05.03.2008 20:48:00
WA	275.00	0.00	0.00	395.00	0.00	0.00	315.00	0.00	0.00	355.00	0.00	0.00	335.00	0.00	0.00	251.33	40.00	0.00	31.21	13.04	105.03	-74.80	27.01	139.91	500.85	4.64	9.51	8.63	6.56	3.12	-0.81	3	10:10	2	100	05.03.2008 20:48:04
WA	280.00	0.00	0.00	400.00	0.00	0.00	320.00	0.00	0.00	360.00	0.00	0.00	340.00	0.00	0.00	251.33	40.00	0.00	56.44	19.75	87.93	-143.39	19.19	139.48	708.84	4.14	9.48	8.29	5.32	0.92	-4.82	3	10:10	2	100	05.03.2008 20:48:07
WA	285.00	0.00	0.00	405.00	0.00	0.00	325.00	0.00	0.00	365.00	0.00	0.00	345.00	0.00	0.00	251.33	40.00	0.00	58.80	16.56	70.78	-84.51	40.73	83.58	321.55	3.34	9.57	9.40	8.71	7.51	5.54	3	10:10	2	100	05.03.2008 20:48:11
WA	290.00	0.00	0.00	410.00	0.00	0.00	330.00	0.00	0.00	370.00	0.00	0.00	350.00	0.00	0.00	251.33	40.00	0.00	37.20	10.34	69.83	14.30	20.86	79.77	479.80	5.56	9.50	8.17	5.32	1.14	-3.27	3	10:10	2	100	05.03.2008 20:48:15
WA	295.00	0.00	0.00	415.00	0.00	0.00	335.00	0.00	0.00	375.00	0.00	0.00	355.00	0.00	0.00	251.33	40.00	0.00	43.31	10.62	61.60	-47.85	20.48	97.54	658.48	6.30	9.34	8.25	5.26	1.29	-3.66	3	10:10	2	100	05.03.2008 20:48:19
WA	300.00	0.00	0.00	420.00	0.00	0.00	340.00	0.00	0.00	380.00	0.00	0.00	360.00	0.00	0.00	251.33	40.00	0.00	27.78	6.45	58.36	-92.33	-20.48	111.84	961.01	9.97	8.36	5.01	-1.35	-11.04	-21.45	3	10:10	2	100	05.03.2008 20:48:23
WA	305.00	0.00	0.00	425.00	0.00	0.00	345.00	0.00	0.00	385.00	0.00	0.00	365.00	0.00	0.00	251.33	40.00	0.00	64.74	14.27	55.39	-51.27	42.85	68.37	366.83	4.57	9.82	9.55	9.25	8.01	6.22	3	10:10	2	100	05.03.2008 20:48:26
WA	310.00	0.00	0.00	430.00	0.00	0.00	350.00	0.00	0.00	390.00	0.00	0.00	370.00	0.00	0.00	251.33	40.00	0.00	64.20	15.15	59.32	-28.17	52.90	62.20	-44.94	3.90	9.80	10.03	10.63	11.07	11.37	3	10:10	2	100	05.03.2008 20:48:30
WA	315.00	0.00	0.00	435.00	0.00	0.00	355.00	0.00	0.00	395.00	0.00	0.00	375.00	0.00	0.00	251.33	40.00	0.00	47.90	11.72	61.46	-46.69	60.36	65.14	-76.53	4.94	10.11	10.36	11.78	13.45	14.66	3	10:10	2	100	05.03.2008 21:02:21
WA	320.00	0.00	0.00	440.00	0.00	0.00	360.00	0.00	0.00	400.00	0.00	0.00	380.00	0.00	0.00	251.33	40.00	0.00	43.03	15.14	88.46	-257.52	65.92	102.10	53.48	3.18	9.33	10.84	12.81	15.54	17.40	3	10:10	2	100	05.03.2008 23:19:56
WA	325.00	0.00	0.00	445.00	0.00	0.00	365.00	0.00	0.00	405.00	0.00	0.00	385.00	0.00	0.00	251.33	40.00	0.00	36.48	15.72	108.28	-206.88	2.80	139.96	672.17	2.86	9.33	7.15	2.31	-4.36	-11.63	3	10:10	2	100	05.03.2008 23:20:02
WA	330.00	0.00	0.00	450.00	0.00	0.00	370.00	0.00	0.00	410.00	0.00	0.00	390.00	0.00	0.00	251.33	40.00	0.00	25.23	8.75	87.20	-160.67	42.90	103.25	327.10	4.41	9.78	9.56	9.18	7.86	6.52	3	10:10	2	100	05.03.2008 23:20:08
WA	335.00	0.00	0.00	455.00	0.00	0.00	375.00	0.00	0.00	415.00	0.00	0.00	395.00	0.00	0.00	251.33	40.00	0.00	29.99	12.25	102.65	-23.98	54.51	119.75	76.01	3.31	9.81	10.27	11.11	11.54	11.78	3	10:10	2	100	05.03.2008 23:20:14
WA	340.00	0.00	0.00	460.00	0.00	0.00	380.00	0.00	0.00	420.00	0.00	0.00	400.00	0.00	0.00	251.33	40.00	0.00	19.21	6.65	87.02	-162.28	11.07	105.24	455.62	7.57	9.66	7.93	3.30	-2.07	-7.74	3	10:10	2	100	05.03.2008 23:20:20
WA	345.00	0.00	0.00	465.00	0.00	0.00	385.00	0.00	0.00	425.00	0.00	0.00	405.00	0.00	0.00	251.33	40.00	0.00	49.50	17.89	90.80	-199.39	40.10	99.45	183.11	2.21	9.87	9.37	8.57	7.04	5.24	3	10:10	2	100	05.03.2008 23:20:26
WA	350.00	0.00	0.00	470.00	0.00	0.00	390.00	0.00	0.00	430.00	0.00	0.00	410.00	0.00	0.00	251.33	40.00	0.00	45.46	13.78	76.16	-126.44	28.82	80.69	338.83	3.05	9.94	9.02	7.00	3.64	-0.78	3	10:10	2	100	05.03.2008 23:20:32
WA	355.00	0.00	0.00	475.00	0.00	0.00	395.00	0.00	0.00	435.00	0.00	0.00	415.00	0.00	0.00	251.33	40.00	0.00	29.81	8.87	74.78	-452.11	20.08	70.68	278.60	3.12	9.85	8.25	5.11	0.90	-4.03	3	10:10	2	100	05.03.2008 23:26:35
WA	0.00	0.00	0.00	135.00	0.00	0.00	45.00	0.00	0.00	90.00	0.00	0.00	67.50	0.00	0.00	282.74	45.00	0.00	20.69	7.41	101.27	-149.64	12.75	105.47	115.81	7.70	12.75	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:37:56
WA	5.00	0.00	0.00	140.00	0.00	0.00	50.00	0.00	0.00	95.00	0.00	0.00	72.50	0.00	0.00	282.74	45.00	0.00	24.29	8.20	95.34	-5.28	30.00	96.47	0.79	7.27	30.00	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:02
WA	10.00	0.00	0.00	145.00	0.00	0.00	55.00	0.00	0.00	100.00	0.00	0.00	77.50	0.00	0.00	282.74	45.00	0.00	23.79	8.55	101.60	24.33	5.36	107.40	138.87	6.32	5.36	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:08
WA	15.00	0.00	0.00	150.00	0.00	0.00	60.00	0.00	0.00	105.00	0.00	0.00	82.50	0.00	0.00	282.74	45.00	0.00	27.22	9.22	95.74	3.01	24.81	95.77	-26.33	5.95	24.81	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:14
WA	20.00	0.00	0.00	155.00	0.00	0.00	65.00	0.00	0.00	110.00	0.00	0.00	87.50	0.00	0.00	282.74	45.00	0.00	26.13	9.10	98.44	-4.38	16.24	98.61	37.64	6.35	16.24	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:20
WA	25.00	0.00	0.00	160.00	0.00	0.00	70.00	0.00	0.00	115.00	0.00	0.00	92.50	0.00	0.00	282.74	45.00	0.00	22.77	8.28	102.84	-12.82	-10.51	107.60	150.28	6.76	-10.51	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:26
WA	30.00	0.00	0.00	165.00	0.00	0.00	75.00	0.00	0.00	120.00	0.00	0.00	97.50	0.00	0.00	282.74	45.00	0.00	24.40	9.03	104.57	-7.14	45.18	104.76	-55.01	6.21	45.18	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:32
WA	35.00	0.00	0.00	170.00	0.00	0.00	80.00	0.00	0.00	125.00	0.00	0.00	102.50	0.00	0.00	282.74	45.00	0.00	23.88	8.67	102.60	40.16	11.58	104.52	80.41	6.36	11.58	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:38
WA	40.00	0.00	0.00	175.00	0.00	0.00	85.00	0.00	0.00	130.00	0.00	0.00	107.50	0.00	0.00	282.74	45.00	0.00	20.98	7.67	103.31	58.12	-28.79	107.24	201.51	7.27	-28.79	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:44
WA	45.00	0.00	0.00	180.00	0.00	0.00	90.00	0.00	0.00	135.00	0.00	0.00	112.50	0.00	0.00	282.74	45.00	0.00	18.69	6.77	102.27	28.56	-74.21	107.58	378.16	8.24	-74.21	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:50
WA	50.00	0.00	0.00	185.00	0.00	0.00	95.00	0.00	0.00	140.00	0.00	0.00	117.50	0.00	0.00	282.74	45.00	0.00	31.86	10.69	94.86	22.12	26.36	96.96	48.65	5.52	26.36	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:38:56
WA	55.00	0.00	0.00	190.00	0.00	0.00	100.00	0.00	0.00	145.00	0.00	0.00	122.50	0.00	0.00	282.74	45.00	0.00	38.49	13.58	99.75	-26.06	34.79	110.77	286.06	3.16	9.70	9.15	7.59	5.51	2.83	3	10:10	2	400	05.03.2008 16:59:21
WA	60.00	0.00	0.00	195.00	0.00	0.00	105.00	0.00	0.00	150.00	0.00	0.00	127.50	0.00	0.00	282.74	45.00	0.00	21.58	6.96	91.17	-32.39	20.95	92.47	76.48	0.91	20.95	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:39:08
WA	65.00	0.00	0.00	200.00	0.00	0.00	110.00	0.00	0.00	155.00	0.00	0.00	132.50	0.00	0.00	282.74	45.00	0.00	18.73	5.90	88.92	-15.60	-47.85	84.14	225.43	9.84	-47.85	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:39:14
WA	70.00	0.00	0.00	205.00	0.00	0.00	115.00	0.00	0.00	160.00	0.00	0.00	137.50	0.00	0.00	282.74	45.00	0.00	21.50	6.64	87.25	-16.88	57.10	94.16	8.43	8.36	57.10	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:39:20
WA	75.00	0.00	0.00	210.00	0.00	0.00	120.00	0.00	0.00	165.00	0.00	0.00	142.50	0.00	0.00	282.74	45.00	0.00	23.25	6.67	81.10	12.39	26.35	82.19	33.96	8.54	26.35	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:39:26
WA	80.00	0.00	0.00	215.00	0.00	0.00	125.00	0.00	0.00	170.00	0.00	0.00	147.50	0.00	0.00	282.74	45.00	0.00	23.83	7.04	83.48	-17.38	32.24	83.76	16.90	8.27	32.24	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:39:32
WA	85.00	0.00	0.00	220.00	0.00	0.00	130.00	0.00	0.00	175.00	0.00	0.00	152.50	0.00	0.00	282.74	45.00	0.00	36.87	12.18	93.35	-38.46	32.62	108.51	373.34	3.05	9.74	9.01	7.37	4.83	1.66	3	10:10	2	400	05.03.2008 17:46:55
WA	90.00	0.00	0.00	225.00	0.00	0.00	135.00	0.00	0.00	180.00	0.00	0.00	157.50	0.00	0.00	282.74	45.00	0.00	29.17	8.45	81.87	-76.37	37.99	93.96	381.67	5.21	9.66	9.04	8.21	6.54	4.54	3	10:10	2	400	05.03.2008 16:59:27
WA	95.00	0.00	0.00	230.00	0.00	0.00	140.00	0.00	0.00	185.00	0.00	0.00	162.50	0.00	0.00	282.74	45.00	0.00	27.73	9.26	94.38	-35.08	45.95	97.24	93.23	1.03	9.87	9.77	9.51	8.87	7.93	3	100:10	2	300	05.03.2008 16:54:24
WA	100.00	0.00	0.00	235.00	0.00	0.00	145.00	0.00	0.00	190.00	0.00	0.00	167.50	0.00	0.00	282.74	45.00	0.00	17.39	6.33	102.91	48.60	30.71	104.15	-17.90	9.01	30.71	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:39:56
WA	105.00	0.00	0.00	240.00	0.00	0.00	150.00	0.00	0.00	195.00	0.00	0.00	172.50	0.00	0.00	282.74	45.00	0.00	18.24	6.02	93.26	-38.04	34.36	99.55	322.75	1.28	9.74	9.16	7.71	5.38	2.36	3	100:10	2	300	05.03.2008 16:54:30
WA	110.00	0.00	0.00	245.00	0.00	0.00	155.00	0.00	0.00	200.00	0.00	0.00	177.50	0.00	0.00	282.74	45.00	0.00	12.08	7.07	165.38	-131.19	285.65	336.07	-1109.48	8.75	19.23	50.13	79.11	80.26	56.93	3	10:10	3	120	05.03.2008 16:42:18
WA	115.00	0.00	0.00	250.00	0.00	0.00	160.00	0.00	0.00	205.00	0.00	0.00	182.50	0.00	0.00	282.74	45.00	0.00	10.94	4.13	106.73	-30.31	0.56	117.17	343.43	5.19	8.06	4.07	-1.13	-4.72	-5.71	3	100:10	3	120	05.03.2008 16:42:21
WA	120.00	0.00	0.00	255.00	0.00	0.00	165.00	0.00	0.00	210.00	0.00	0.00	187.50	0.00	0.00	282.74	45.00	0.00	19.87	6.99	99.48	-240.01	26.57	123.50	457.04	7.32	9.42	8.59	6.57	2.89	-0.90	3	10:10	2	300	05.03.2008 16:54:36
WA	125.00	0.00	0.00	260.00	0.00	0.00	170.00	0.00	0.00	215.00	0.00	0.00	192.50	0.00	0.00	282.74	45.00	0.00	23.17	7.46	91.01	-89.20	34.20	91.71	-11.61	7.84	34.20	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:40:26
WA	130.00	0.00	0.00	265.00	0.00	0.00	175.00	0.00	0.00	220.00	0.00	0.00	197.50	0.00	0.00	282.74	45.00	0.00	23.06	5.70	69.90	-177.14	18.00	87.67	627.58	9.31	9.34	8.34	4.97	0.33	-4.98	3	10:10	2	300	05.03.2008 16:54:42
WA	135.00	0.00	0.00	270.00	0.00	0.00	180.00	0.00	0.00	225.00	0.00	0.00	202.50	0.00	0.00	282.74	45.00	0.00	24.57	6.66	76.60	-93.14	-0.89	94.49	725.06	8.09	9.32	7.11	1.68	-5.89	-13.11	3	10:10	2	300	05.03.2008 16:54:48
WA	140.00	0.00	0.00	275.00	0.00	0.00	185.00	0.00	0.00	230.00	0.00	0.00	207.50	0.00	0.00	282.74	45.00	0.00	25.99	5.72	62.24	-397.74	4.27	89.56	768.58	9.06	9.23	7.31	2.97	-4.25	-11.00	3	10:10	2	300	05.03.2008 16:54:54
WA	145.00	0.00	0.00	280.00	0.00	0.00	190.00	0.00	0.00	235.00	0.00	0.00	212.50	0.00	0.00	282.74	45.00	0.00	54.02	15.55	81.38	-112.28	43.82	86.61	36.69	4.45	10.56	11.88	11.14	7.33	2.90	3	10:10	3	300	05.03.2008 16:44:08
WA	150.00	0.00	0.00	285.00	0.00	0.00	195.00	0.00	0.00	240.00	0.00	0.00	217.50	0.00	0.00	282.74	45.00	0.00	31.98	8.30	73.39	-84.89	129.70	83.14	-138.41	7.03	129.70	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:40:56
WA	155.00	0.00	0.00	290.00	0.00	0.00	200.00	0.00	0.00	245.00	0.00	0.00	222.50	0.00	0.00	282.74	45.00	0.00	22.48	6.48	81.40	1.26	27.10	81.77	15.23	8.96	27.10	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:41:02
WA	160.00	0.00	0.00	295.00	0.00	0.00	205.00	0.00	0.00	250.00	0.00	0.00	227.50	0.00	0.00	282.74	45.00	0.00	32.73	9.61	83.02	-94.73	34.10	96.39	367.41	5.63	9.64	9.31	7.76	5.19	2.20	3	10:10	2	300	05.03.2008 16:44:56
WA	165.00	0.00	0.00	300.00	0.00	0.00	210.00	0.00	0.00	255.00	0.00	0.00	232.50	0.00	0.00	282.74	45.00	0.00	22.24	5.69	72.32	-27.00	22.22	110.72	769.95	1.74	9.66	8.77	6.36	1.85	-4.42	3	100:10	2	300	05.03.2008 16:45:06
WA	170.00	0.00	0.00	305.00	0.00	0.00	215.00	0.00	0.00	260.00	0.00	0.00	237.50	0.00	0.00	282.74	45.00	0.00	29.13	9.03	87.61	-29.96	36.44	88.81	16.80	0.72	36.44	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:41:20
