Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
WA	10.00	0.00	0.00	235.00	0.00	0.00	85.00	0.00	0.00	160.00	0.00	0.00	122.50	0.00	0.00	471.24	75.00	0.00	33.76	4.97	69.36	-218.13	36.13	103.95	555.38	6.81	9.53	9.10	8.08	6.03	3.39	3	10:10	2	400	05.03.2008 17:13:11
WA	15.00	0.00	0.00	240.00	0.00	0.00	90.00	0.00	0.00	165.00	0.00	0.00	127.50	0.00	0.00	471.24	75.00	0.00	28.51	3.55	58.72	-87.87	45.09	72.67	309.89	9.61	9.35	9.47	9.41	8.86	8.00	3	10:10	2	400	05.03.2008 17:13:19
WA	20.00	0.00	0.00	245.00	0.00	0.00	95.00	0.00	0.00	170.00	0.00	0.00	132.50	0.00	0.00	471.24	75.00	0.00	39.89	5.18	61.14	-197.15	23.87	89.34	575.07	5.86	9.62	8.20	5.94	2.20	-2.09	3	10:10	2	400	05.03.2008 17:13:27
WA	25.00	0.00	0.00	250.00	0.00	0.00	100.00	0.00	0.00	175.00	0.00	0.00	137.50	0.00	0.00	471.24	75.00	0.00	35.62	4.73	62.52	-182.68	21.18	96.07	642.35	7.21	9.26	7.84	5.29	1.50	-2.70	3	10:10	2	400	05.03.2008 17:13:35
WA	30.00	0.00	0.00	255.00	0.00	0.00	105.00	0.00	0.00	180.00	0.00	0.00	142.50	0.00	0.00	471.24	75.00	0.00	25.86	3.37	61.39	-8.49	54.66	80.36	318.65	5.66	9.85	10.65	11.27	11.68	11.22	3	10:10	2	400	05.03.2008 17:28:55
WA	35.00	0.00	0.00	260.00	0.00	0.00	110.00	0.00	0.00	185.00	0.00	0.00	147.50	0.00	0.00	471.24	75.00	0.00	38.97	5.62	67.95	-41.00	32.26	77.92	335.94	5.96	9.69	8.70	7.11	4.70	2.05	3	10:10	2	400	05.03.2008 17:13:52
WA	40.00	0.00	0.00	265.00	0.00	0.00	115.00	0.00	0.00	190.00	0.00	0.00	152.50	0.00	0.00	471.24	75.00	0.00	25.07	4.02	75.57	-63.61	90.88	118.90	212.17	8.44	10.02	12.51	17.41	23.00	27.95	3	10:10	2	400	05.03.2008 17:14:00
WA	45.00	0.00	0.00	270.00	0.00	0.00	120.00	0.00	0.00	195.00	0.00	0.00	157.50	0.00	0.00	471.24	75.00	0.00	26.83	4.00	70.19	-75.90	-20.19	130.38	863.62	8.56	8.60	5.55	-1.68	-11.41	-21.26	3	10:10	2	400	05.03.2008 17:14:08
WA	50.00	0.00	0.00	275.00	0.00	0.00	125.00	0.00	0.00	200.00	0.00	0.00	162.50	0.00	0.00	471.24	75.00	0.00	33.73	4.76	66.43	-152.34	-4.64	114.39	800.05	7.13	8.86	6.32	1.11	-6.34	-14.58	3	10:10	2	400	05.03.2008 17:14:16
WA	55.00	0.00	0.00	280.00	0.00	0.00	130.00	0.00	0.00	205.00	0.00	0.00	167.50	0.00	0.00	471.24	75.00	0.00	28.57	3.82	62.93	-128.22	58.83	67.94	-28.21	6.53	26.16	32.67	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:06:29
WA	60.00	0.00	0.00	285.00	0.00	0.00	135.00	0.00	0.00	210.00	0.00	0.00	172.50	0.00	0.00	471.24	75.00	0.00	35.70	5.20	68.59	-85.25	37.05	71.04	182.28	4.93	23.11	13.94	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:06:44
WA	65.00	0.00	0.00	290.00	0.00	0.00	140.00	0.00	0.00	215.00	0.00	0.00	177.50	0.00	0.00	471.24	75.00	0.00	23.14	3.35	68.25	-27.70	57.47	71.39	-114.65	7.40	26.01	31.46	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:06:59
WA	70.00	0.00	0.00	295.00	0.00	0.00	145.00	0.00	0.00	220.00	0.00	0.00	182.50	0.00	0.00	471.24	75.00	0.00	25.62	3.37	61.92	-27.54	87.37	71.13	-539.70	7.66	30.35	57.02	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:07:14
WA	75.00	0.00	0.00	300.00	0.00	0.00	150.00	0.00	0.00	225.00	0.00	0.00	187.50	0.00	0.00	471.24	75.00	0.00	29.10	3.84	62.17	-99.38	-43.12	141.04	1080.61	9.66	8.23	4.12	-4.92	-17.88	-32.68	3	10:10	2	400	05.03.2008 17:14:42
WA	80.00	0.00	0.00	305.00	0.00	0.00	155.00	0.00	0.00	230.00	0.00	0.00	192.50	0.00	0.00	471.24	75.00	0.00	32.61	4.10	59.22	-72.20	99.38	73.26	-500.82	5.88	32.19	67.20	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:07:43
WA	85.00	0.00	0.00	310.00	0.00	0.00	160.00	0.00	0.00	235.00	0.00	0.00	197.50	0.00	0.00	471.24	75.00	0.00	22.14	2.59	55.14	-32.73	56.38	57.98	-309.33	9.78	25.57	30.82	0.00	0.00	0.00	3	10:10	2	240	03.03.2008 20:07:58
WA	90.00	0.00	0.00	315.00	0.00	0.00	165.00	0.00	0.00	240.00	0.00	0.00	202.50	0.00	0.00	471.24	75.00	0.00	31.97	4.35	64.11	-314.77	7.96	128.87	868.12	9.64	8.90	7.15	3.62	-2.22	-9.48	3	10:10	2	400	05.03.2008 17:15:36
WA	95.00	0.00	0.00	320.00	0.00	0.00	170.00	0.00	0.00	245.00	0.00	0.00	207.50	0.00	0.00	471.24	75.00	0.00	36.40	4.94	63.93	-196.69	-11.47	120.10	928.47	5.94	8.95	6.54	0.57	-8.67	-18.85	3	10:10	2	400	05.03.2008 18:26:16
WA	100.00	0.00	0.00	325.00	0.00	0.00	175.00	0.00	0.00	250.00	0.00	0.00	212.50	0.00	0.00	471.24	75.00	0.00	35.50	4.98	66.07	-178.57	-13.72	121.17	911.94	6.03	9.07	6.17	-0.18	-9.14	-19.64	3	10:10	2	400	05.03.2008 18:26:28
WA	105.00	0.00	0.00	330.00	0.00	0.00	180.00	0.00	0.00	255.00	0.00	0.00	217.50	0.00	0.00	471.24	75.00	0.00	29.51	3.88	61.94	24.12	-102.13	227.15	1252.19	7.94	8.20	1.54	-13.80	-36.00	-62.07	3	10:10	2	400	05.03.2008 18:26:41
WA	110.00	0.00	0.00	335.00	0.00	0.00	185.00	0.00	0.00	260.00	0.00	0.00	222.50	0.00	0.00	471.24	75.00	0.00	29.63	3.71	58.92	-203.70	-35.04	153.46	1075.28	8.35	8.85	5.34	-2.82	-15.60	-30.82	3	10:10	2	400	05.03.2008 18:26:53
WA	115.00	0.00	0.00	340.00	0.00	0.00	190.00	0.00	0.00	265.00	0.00	0.00	227.50	0.00	0.00	471.24	75.00	0.00	30.85	4.67	71.37	-247.91	-76.51	243.24	1211.87	9.20	7.40	2.34	-9.45	-27.82	-48.96	3	10:10	2	400	05.03.2008 18:27:06
WA	120.00	0.00	0.00	345.00	0.00	0.00	195.00	0.00	0.00	270.00	0.00	0.00	232.50	0.00	0.00	471.24	75.00	0.00	44.23	6.44	68.59	-287.80	20.21	134.96	806.81	6.28	9.07	8.26	5.79	1.56	-4.46	3	10:10	2	400	05.03.2008 18:27:18
WA	125.00	0.00	0.00	350.00	0.00	0.00	200.00	0.00	0.00	275.00	0.00	0.00	237.50	0.00	0.00	471.24	75.00	0.00	55.26	7.35	62.70	-148.69	3.93	106.71	792.82	5.30	9.05	7.29	2.89	-3.90	-11.39	3	10:10	2	400	05.03.2008 18:27:30
WA	130.00	0.00	0.00	355.00	0.00	0.00	205.00	0.00	0.00	280.00	0.00	0.00	242.50	0.00	0.00	471.24	75.00	0.00	63.04	6.86	51.28	-108.00	51.38	54.95	122.65	3.79	9.97	10.21	10.62	10.52	10.07	3	10:10	2	400	05.03.2008 18:27:43
WA	135.00	0.00	0.00	360.00	0.00	0.00	210.00	0.00	0.00	285.00	0.00	0.00	247.50	0.00	0.00	471.24	75.00	0.00	27.49	2.80	47.96	-24.93	136.34	79.29	-256.06	7.32	10.79	15.35	25.23	36.96	48.01	3	10:10	2	100	05.03.2008 21:38:08
WA	140.00	0.00	0.00	365.00	0.00	0.00	215.00	0.00	0.00	290.00	0.00	0.00	252.50	0.00	0.00	471.24	75.00	0.00	40.48	4.97	57.78	-48.93	-7.91	98.94	826.96	7.57	8.96	6.01	0.31	-7.32	-15.87	3	10:10	2	100	05.03.2008 21:13:21
WA	145.00	0.00	0.00	370.00	0.00	0.00	220.00	0.00	0.00	295.00	0.00	0.00	257.50	0.00	0.00	471.24	75.00	0.00	61.99	8.10	61.58	-49.91	23.60	79.60	528.59	4.57	9.42	8.15	5.85	2.24	-2.06	3	10:10	2	100	05.03.2008 21:13:29
WA	150.00	0.00	0.00	375.00	0.00	0.00	225.00	0.00	0.00	300.00	0.00	0.00	262.50	0.00	0.00	471.24	75.00	0.00	33.68	5.88	82.19	-141.63	-18.76	198.63	984.04	8.64	8.23	5.39	-0.91	-10.39	-21.08	3	10:10	2	100	05.03.2008 21:13:37
WA	155.00	0.00	0.00	380.00	0.00	0.00	230.00	0.00	0.00	305.00	0.00	0.00	267.50	0.00	0.00	471.24	75.00	0.00	38.02	5.69	70.58	-64.16	81.36	93.07	46.75	4.44	10.09	12.16	15.76	20.01	23.33	3	10:10	2	100	05.03.2008 21:38:27
WA	160.00	0.00	0.00	385.00	0.00	0.00	235.00	0.00	0.00	310.00	0.00	0.00	272.50	0.00	0.00	471.24	75.00	0.00	35.40	6.66	88.62	-35.24	68.14	138.33	399.88	6.21	9.33	10.92	13.63	16.39	17.86	3	10:10	2	100	05.03.2008 21:13:54
WA	165.00	0.00	0.00	390.00	0.00	0.00	240.00	0.00	0.00	315.00	0.00	0.00	277.50	0.00	0.00	471.24	75.00	0.00	42.02	7.19	80.59	-99.95	0.62	181.51	831.22	8.78	9.12	6.67	1.68	-4.91	-11.94	3	10:10	2	100	05.03.2008 20:54:53
WA	170.00	0.00	0.00	395.00	0.00	0.00	245.00	0.00	0.00	320.00	0.00	0.00	282.50	0.00	0.00	471.24	75.00	0.00	40.69	6.52	75.47	29.65	-9.18	138.88	869.32	7.18	8.59	5.98	0.13	-7.70	-16.18	3	10:10	2	100	05.03.2008 21:14:02
WA	175.00	0.00	0.00	400.00	0.00	0.00	250.00	0.00	0.00	325.00	0.00	0.00	287.50	0.00	0.00	471.24	75.00	0.00	40.52	5.87	68.23	-5.99	-6.85	125.57	826.37	6.83	8.65	6.06	0.92	-6.84	-15.64	3	10:10	2	100	05.03.2008 21:14:10
WA	180.00	0.00	0.00	405.00	0.00	0.00	255.00	0.00	0.00	330.00	0.00	0.00	292.50	0.00	0.00	471.24	75.00	0.00	46.56	6.91	69.90	17.08	-5.05	139.06	869.20	7.08	8.73	6.41	1.28	-6.70	-14.77	3	10:10	2	100	05.03.2008 21:14:18
WA	185.00	0.00	0.00	410.00	0.00	0.00	260.00	0.00	0.00	335.00	0.00	0.00	297.50	0.00	0.00	471.24	75.00	0.00	51.63	5.97	54.52	58.42	-28.90	108.55	1033.78	7.81	8.28	5.12	-2.37	-13.46	-26.48	3	10:10	2	100	05.03.2008 21:14:26
WA	190.00	0.00	0.00	415.00	0.00	0.00	265.00	0.00	0.00	340.00	0.00	0.00	302.50	0.00	0.00	471.24	75.00	0.00	45.26	6.71	69.85	39.32	-30.13	142.49	967.49	9.81	8.15	4.68	-3.09	-13.98	-25.89	3	10:10	2	100	05.03.2008 20:55:12
WA	195.00	0.00	0.00	420.00	0.00	0.00	270.00	0.00	0.00	345.00	0.00	0.00	307.50	0.00	0.00	471.24	75.00	0.00	41.07	5.99	68.77	55.59	-6.14	95.06	752.70	6.59	8.70	6.33	0.63	-6.94	-14.86	3	10:10	2	100	05.03.2008 21:14:34
WA	200.00	0.00	0.00	425.00	0.00	0.00	275.00	0.00	0.00	350.00	0.00	0.00	312.50	0.00	0.00	471.24	75.00	0.00	48.04	7.15	70.17	-38.93	-3.96	111.43	815.35	8.41	8.72	6.40	1.40	-6.00	-14.47	3	10:10	2	100	05.03.2008 20:55:19
WA	205.00	0.00	0.00	430.00	0.00	0.00	280.00	0.00	0.00	355.00	0.00	0.00	317.50	0.00	0.00	471.24	75.00	0.00	83.70	9.12	51.36	-88.30	68.62	57.50	-231.17	6.19	10.42	11.18	13.18	15.74	18.09	3	10:10	2	100	05.03.2008 20:55:23
WA	210.00	0.00	0.00	435.00	0.00	0.00	285.00	0.00	0.00	360.00	0.00	0.00	322.50	0.00	0.00	471.24	75.00	0.00	61.11	5.82	44.91	-130.61	136.21	74.22	-577.92	5.80	10.64	15.00	24.11	36.96	49.50	3	10:10	2	100	05.03.2008 21:14:43
WA	215.00	0.00	0.00	440.00	0.00	0.00	290.00	0.00	0.00	365.00	0.00	0.00	327.50	0.00	0.00	471.24	75.00	0.00	74.10	0.95	6.03	29.88	498.91	47.33	-1168.59	22.49	9.55	30.36	78.61	150.95	229.43	3	10:10	2	100	05.03.2008 23:46:54
WA	220.00	0.00	0.00	445.00	0.00	0.00	295.00	0.00	0.00	370.00	0.00	0.00	332.50	0.00	0.00	471.24	75.00	0.00	58.19	1.86	15.03	46.72	-146.44	68.28	1328.80	12.90	6.26	-2.54	-21.35	-49.44	-79.36	3	10:10	2	100	05.03.2008 23:47:31
WA	225.00	0.00	0.00	450.00	0.00	0.00	300.00	0.00	0.00	375.00	0.00	0.00	337.50	0.00	0.00	471.24	75.00	0.00	30.09	0.73	11.35	54.06	-353.24	57.04	1513.66	29.69	3.27	-17.75	-58.25	-113.08	-167.42	3	10:10	2	100	05.03.2008 23:35:03
WA	230.00	0.00	0.00	455.00	0.00	0.00	305.00	0.00	0.00	380.00	0.00	0.00	342.50	0.00	0.00	471.24	75.00	0.00	34.03	0.50	6.94	71.99	-718.63	72.64	1552.76	38.54	-2.02	-38.95	-118.97	-224.84	-333.85	3	10:10	2	100	05.03.2008 23:35:23
WA	235.00	0.00	0.00	460.00	0.00	0.00	310.00	0.00	0.00	385.00	0.00	0.00	347.50	0.00	0.00	471.24	75.00	0.00	27.78	0.41	6.88	104.24	435.19	34.39	-784.31	40.44	12.46	33.29	75.24	130.32	183.87	3	10:10	2	100	05.03.2008 23:48:38
WA	240.00	0.00	0.00	465.00	0.00	0.00	315.00	0.00	0.00	390.00	0.00	0.00	352.50	0.00	0.00	471.24	75.00	0.00	38.91	2.29	27.77	93.67	-97.27	62.23	1179.87	9.00	7.67	1.05	-14.08	-34.94	-56.96	3	10:10	2	100	05.03.2008 23:36:01
WA	245.00	0.00	0.00	470.00	0.00	0.00	320.00	0.00	0.00	395.00	0.00	0.00	357.50	0.00	0.00	471.24	75.00	0.00	29.86	1.70	26.84	277.44	-10.56	37.50	730.09	11.22	8.82	5.87	-0.24	-8.12	-16.89	3	10:10	2	100	05.03.2008 23:36:20
WA	250.00	0.00	0.00	475.00	0.00	0.00	325.00	0.00	0.00	400.00	0.00	0.00	362.50	0.00	0.00	471.24	75.00	0.00	24.32	2.24	43.37	-68.31	172.07	83.66	-227.32	11.17	10.28	17.38	30.85	48.78	64.79	3	10:10	2	100	05.03.2008 23:36:39
WA	0.00	0.00	0.00	240.00	0.00	0.00	80.00	0.00	0.00	160.00	0.00	0.00	120.00	0.00	0.00	502.65	80.00	0.00	25.04	3.16	63.46	-59.93	-0.99	101.53	806.36	5.92	8.87	6.78	1.98	-5.09	-13.54	3	10:10	2	400	05.03.2008 17:29:19
WA	5.00	0.00	0.00	245.00	0.00	0.00	85.00	0.00	0.00	165.00	0.00	0.00	125.00	0.00	0.00	502.65	80.00	0.00	39.83	5.03	63.45	-103.25	35.52	83.66	452.41	6.73	9.41	8.83	7.85	6.08	3.36	3	10:10	2	400	05.03.2008 17:15:52
WA	10.00	0.00	0.00	250.00	0.00	0.00	90.00	0.00	0.00	170.00	0.00	0.00	130.00	0.00	0.00	502.65	80.00	0.00	35.13	4.76	68.12	24.18	24.87	91.18	563.15	4.26	9.34	8.47	6.41	2.66	-2.01	3	10:10	2	400	05.03.2008 17:29:42
WA	15.00	0.00	0.00	255.00	0.00	0.00	95.00	0.00	0.00	175.00	0.00	0.00	135.00	0.00	0.00	502.65	80.00	0.00	22.96	2.64	57.71	-17.14	89.12	74.20	-611.19	9.83	30.10	59.02	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:09:45
WA	20.00	0.00	0.00	260.00	0.00	0.00	100.00	0.00	0.00	180.00	0.00	0.00	140.00	0.00	0.00	502.65	80.00	0.00	34.63	4.36	63.28	-48.38	85.92	68.88	-506.48	6.25	30.12	55.79	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:10:00
WA	25.00	0.00	0.00	265.00	0.00	0.00	105.00	0.00	0.00	185.00	0.00	0.00	145.00	0.00	0.00	502.65	80.00	0.00	21.38	2.79	65.64	-86.35	136.83	104.24	-511.12	8.75	37.26	99.57	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:10:15
WA	30.00	0.00	0.00	270.00	0.00	0.00	110.00	0.00	0.00	190.00	0.00	0.00	150.00	0.00	0.00	502.65	80.00	0.00	26.00	3.15	60.94	-9.48	132.73	93.95	-736.27	7.22	36.31	96.41	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:10:30
WA	35.00	0.00	0.00	275.00	0.00	0.00	115.00	0.00	0.00	195.00	0.00	0.00	155.00	0.00	0.00	502.65	80.00	0.00	26.09	3.18	61.32	-47.78	154.59	102.04	-766.03	8.50	40.59	114.00	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:10:44
WA	40.00	0.00	0.00	280.00	0.00	0.00	120.00	0.00	0.00	200.00	0.00	0.00	160.00	0.00	0.00	502.65	80.00	0.00	41.12	4.93	60.20	-84.09	57.76	66.20	-30.34	5.14	26.01	31.75	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:10:59
WA	45.00	0.00	0.00	285.00	0.00	0.00	125.00	0.00	0.00	205.00	0.00	0.00	165.00	0.00	0.00	502.65	80.00	0.00	33.05	4.20	63.86	-101.30	50.90	67.54	40.83	6.14	24.86	26.05	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:11:14
WA	50.00	0.00	0.00	290.00	0.00	0.00	130.00	0.00	0.00	210.00	0.00	0.00	170.00	0.00	0.00	502.65	80.00	0.00	32.06	3.59	56.35	-80.25	94.08	71.07	-441.09	7.02	31.60	62.48	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:11:29
WA	55.00	0.00	0.00	295.00	0.00	0.00	135.00	0.00	0.00	215.00	0.00	0.00	175.00	0.00	0.00	502.65	80.00	0.00	27.32	3.94	72.50	-61.01	46.20	77.00	111.37	6.36	23.99	22.21	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:11:44
WA	60.00	0.00	0.00	300.00	0.00	0.00	140.00	0.00	0.00	220.00	0.00	0.00	180.00	0.00	0.00	502.65	80.00	0.00	22.94	2.65	57.96	-31.59	125.53	92.99	-869.60	9.49	35.04	90.49	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:11:58
WA	65.00	0.00	0.00	305.00	0.00	0.00	145.00	0.00	0.00	225.00	0.00	0.00	185.00	0.00	0.00	502.65	80.00	0.00	35.82	4.15	58.16	-17.33	98.90	74.57	-365.99	5.79	31.94	66.97	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:12:13
WA	70.00	0.00	0.00	310.00	0.00	0.00	150.00	0.00	0.00	230.00	0.00	0.00	190.00	0.00	0.00	502.65	80.00	0.00	28.45	3.13	55.36	-10.03	130.14	84.25	-708.24	8.14	36.27	93.87	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:12:28
WA	75.00	0.00	0.00	315.00	0.00	0.00	155.00	0.00	0.00	235.00	0.00	0.00	195.00	0.00	0.00	502.65	80.00	0.00	30.74	3.07	50.18	-61.74	99.61	65.87	-751.51	8.56	32.18	67.42	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 20:12:43
WA	80.00	0.00	0.00	320.00	0.00	0.00	160.00	0.00	0.00	240.00	0.00	0.00	200.00	0.00	0.00	502.65	80.00	0.00	35.39	4.44	63.12	-153.69	-77.84	200.88	1209.66	8.57	7.95	2.75	-9.85	-28.66	-50.04	3	10:10	2	400	05.03.2008 18:23:45
WA	85.00	0.00	0.00	325.00	0.00	0.00	165.00	0.00	0.00	245.00	0.00	0.00	205.00	0.00	0.00	502.65	80.00	0.00	35.48	4.49	63.65	-206.40	-24.92	135.11	972.29	6.80	8.70	5.39	-1.66	-12.72	-24.63	3	10:10	2	400	05.03.2008 18:23:58
WA	90.00	0.00	0.00	330.00	0.00	0.00	170.00	0.00	0.00	250.00	0.00	0.00	210.00	0.00	0.00	502.65	80.00	0.00	28.61	3.68	64.58	-232.65	-36.01	152.42	1053.99	8.26	8.90	4.57	-3.31	-16.28	-29.89	3	10:10	2	400	05.03.2008 18:24:10
WA	95.00	0.00	0.00	335.00	0.00	0.00	175.00	0.00	0.00	255.00	0.00	0.00	215.00	0.00	0.00	502.65	80.00	0.00	29.22	4.62	79.44	116.02	-104.99	272.36	1268.92	8.25	7.99	1.51	-13.77	-36.78	-63.94	3	10:10	2	400	05.03.2008 18:25:48
WA	100.00	0.00	0.00	340.00	0.00	0.00	180.00	0.00	0.00	260.00	0.00	0.00	220.00	0.00	0.00	502.65	80.00	0.00	29.82	3.51	59.20	-235.11	-3.68	140.33	949.61	8.20	9.16	6.87	2.05	-5.79	-15.98	3	10:10	2	400	05.03.2008 18:24:35
WA	105.00	0.00	0.00	345.00	0.00	0.00	185.00	0.00	0.00	265.00	0.00	0.00	225.00	0.00	0.00	502.65	80.00	0.00	38.10	4.24	55.95	-262.08	65.04	117.86	699.91	8.21	9.36	11.15	13.61	15.71	15.20	3	10:10	2	400	05.03.2008 18:24:48
WA	110.00	0.00	0.00	350.00	0.00	0.00	190.00	0.00	0.00	270.00	0.00	0.00	230.00	0.00	0.00	502.65	80.00	0.00	54.13	5.76	53.44	-309.28	49.51	85.79	574.60	6.13	9.65	10.46	10.41	10.46	8.52	3	10:10	2	400	05.03.2008 18:25:00
WA	115.00	0.00	0.00	355.00	0.00	0.00	195.00	0.00	0.00	275.00	0.00	0.00	235.00	0.00	0.00	502.65	80.00	0.00	49.04	5.59	57.28	-243.97	39.62	90.48	634.04	5.75	9.53	9.38	9.02	7.36	4.33	3	10:10	2	400	05.03.2008 18:25:12
WA	120.00	0.00	0.00	360.00	0.00	0.00	200.00	0.00	0.00	280.00	0.00	0.00	240.00	0.00	0.00	502.65	80.00	0.00	28.54	2.51	44.25	31.01	157.85	80.59	-649.35	7.71	11.17	16.46	27.83	43.71	58.68	3	10:10	2	100	05.03.2008 21:38:46
WA	125.00	0.00	0.00	365.00	0.00	0.00	205.00	0.00	0.00	285.00	0.00	0.00	245.00	0.00	0.00	502.65	80.00	0.00	42.03	4.37	52.30	-9.77	72.03	66.36	63.87	7.74	10.07	11.48	14.12	16.82	19.53	3	10:10	2	100	05.03.2008 21:14:59
WA	130.00	0.00	0.00	370.00	0.00	0.00	210.00	0.00	0.00	290.00	0.00	0.00	250.00	0.00	0.00	502.65	80.00	0.00	72.18	5.72	39.83	-229.73	21.43	67.51	790.44	7.63	9.12	8.30	5.69	1.62	-3.31	3	10:10	2	100	05.03.2008 21:15:07
WA	135.00	0.00	0.00	375.00	0.00	0.00	215.00	0.00	0.00	295.00	0.00	0.00	255.00	0.00	0.00	502.65	80.00	0.00	32.81	4.20	64.29	-32.52	-7.42	117.23	874.88	9.51	8.69	6.38	0.98	-7.29	-16.18	3	10:10	2	100	05.03.2008 21:15:15
WA	140.00	0.00	0.00	380.00	0.00	0.00	220.00	0.00	0.00	300.00	0.00	0.00	260.00	0.00	0.00	502.65	80.00	0.00	37.93	5.84	77.43	-88.10	-9.39	187.89	952.74	9.19	8.34	6.14	1.02	-7.36	-17.53	3	10:10	2	100	05.03.2008 21:15:23
WA	145.00	0.00	0.00	385.00	0.00	0.00	225.00	0.00	0.00	305.00	0.00	0.00	265.00	0.00	0.00	502.65	80.00	0.00	37.47	4.52	60.63	-114.34	112.82	94.01	-90.25	7.76	10.46	13.93	21.03	29.42	37.97	3	10:10	2	100	05.03.2008 21:15:32
WA	150.00	0.00	0.00	390.00	0.00	0.00	230.00	0.00	0.00	310.00	0.00	0.00	270.00	0.00	0.00	502.65	80.00	0.00	41.47	5.97	72.35	-61.18	18.61	154.18	773.36	9.64	9.13	7.94	5.03	0.93	-4.42	3	10:10	2	100	05.03.2008 20:55:53
WA	155.00	0.00	0.00	395.00	0.00	0.00	235.00	0.00	0.00	315.00	0.00	0.00	275.00	0.00	0.00	502.65	80.00	0.00	40.33	5.99	74.59	-7.75	14.51	130.88	752.37	6.76	8.98	7.61	4.45	-0.39	-6.15	3	10:10	2	100	05.03.2008 21:15:40
WA	160.00	0.00	0.00	400.00	0.00	0.00	240.00	0.00	0.00	320.00	0.00	0.00	280.00	0.00	0.00	502.65	80.00	0.00	41.94	6.28	75.26	0.66	11.59	137.46	784.25	7.28	8.67	7.18	4.13	-1.01	-7.37	3	10:10	2	100	05.03.2008 21:15:48
WA	165.00	0.00	0.00	405.00	0.00	0.00	245.00	0.00	0.00	325.00	0.00	0.00	285.00	0.00	0.00	502.65	80.00	0.00	44.79	5.34	59.94	-6.95	5.66	115.94	810.29	8.31	8.97	7.02	3.15	-3.05	-10.44	3	10:10	2	100	05.03.2008 21:15:56
WA	170.00	0.00	0.00	410.00	0.00	0.00	250.00	0.00	0.00	330.00	0.00	0.00	290.00	0.00	0.00	502.65	80.00	0.00	41.09	5.59	68.37	-4.08	-34.19	167.42	1033.33	9.07	8.32	4.33	-3.50	-15.03	-28.31	3	10:10	2	100	05.03.2008 21:16:04
WA	175.00	0.00	0.00	415.00	0.00	0.00	255.00	0.00	0.00	335.00	0.00	0.00	295.00	0.00	0.00	502.65	80.00	0.00	43.42	6.41	74.22	43.32	-22.53	144.66	944.62	7.65	8.18	5.08	-1.68	-11.42	-22.69	3	10:10	2	100	05.03.2008 21:16:13
WA	180.00	0.00	0.00	420.00	0.00	0.00	260.00	0.00	0.00	340.00	0.00	0.00	300.00	0.00	0.00	502.65	80.00	0.00	45.08	5.45	60.73	73.94	-7.97	121.76	888.55	8.10	8.69	6.06	0.91	-7.24	-16.39	3	10:10	2	100	05.03.2008 21:16:21
WA	185.00	0.00	0.00	425.00	0.00	0.00	265.00	0.00	0.00	345.00	0.00	0.00	305.00	0.00	0.00	502.65	80.00	0.00	77.39	7.80	50.68	10.71	34.00	53.99	349.46	8.04	9.58	8.86	7.62	5.38	2.56	3	10:10	2	100	05.03.2008 20:56:20
WA	190.00	0.00	0.00	430.00	0.00	0.00	270.00	0.00	0.00	350.00	0.00	0.00	310.00	0.00	0.00	502.65	80.00	0.00	91.40	12.72	69.97	-8.18	-0.06	111.77	843.64	5.28	9.11	7.51	2.55	-4.80	-14.43	3	10:10	2	100	05.03.2008 20:56:24
WA	195.00	0.00	0.00	435.00	0.00	0.00	275.00	0.00	0.00	355.00	0.00	0.00	315.00	0.00	0.00	502.65	80.00	0.00	60.49	8.32	69.14	-5.29	-7.24	104.36	837.91	7.69	8.99	6.66	0.82	-7.22	-16.48	3	10:10	2	100	05.03.2008 21:03:20
WA	200.00	0.00	0.00	440.00	0.00	0.00	280.00	0.00	0.00	360.00	0.00	0.00	320.00	0.00	0.00	502.65	80.00	0.00	54.51	2.08	19.14	60.01	-200.51	97.02	1330.67	13.04	6.18	-4.78	-29.68	-65.69	-106.54	3	10:10	2	100	05.03.2008 23:36:58
