Project44 DipoleDipole_4
  5.0000
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
347
2
1
Chargeability
msec.
0.1500,1.1000
4     185.00       0.00     190.00       0.00     160.00       0.00     155.00       0.00      77.3014,     32.3102 
4     190.00       0.00     195.00       0.00     165.00       0.00     160.00       0.00      61.1063,     27.5315 
4     195.00       0.00     200.00       0.00     170.00       0.00     165.00       0.00      49.9323,     47.2356 
4      40.00       0.00      50.00       0.00      10.00       0.00       0.00       0.00      31.2439,   -125.4760 
4      45.00       0.00      55.00       0.00      15.00       0.00       5.00       0.00      54.9154,      0.5852 
4      50.00       0.00      60.00       0.00      20.00       0.00      10.00       0.00      89.6462,      2.3535 
4      55.00       0.00      65.00       0.00      25.00       0.00      15.00       0.00     135.5117,      1.0281 
4      60.00       0.00      70.00       0.00      30.00       0.00      20.00       0.00     135.3617,     26.8958 
4      65.00       0.00      75.00       0.00      35.00       0.00      25.00       0.00     197.4924,     31.8023 
4      70.00       0.00      80.00       0.00      40.00       0.00      30.00       0.00     266.6024,     34.8580 
4      75.00       0.00      85.00       0.00      45.00       0.00      35.00       0.00     163.5536,     27.9534 
4      80.00       0.00      90.00       0.00      50.00       0.00      40.00       0.00     138.2773,      8.0897 
4      85.00       0.00      95.00       0.00      55.00       0.00      45.00       0.00     256.7668,     25.5177 
4      90.00       0.00     100.00       0.00      60.00       0.00      50.00       0.00     367.6153,     33.7096 
4      95.00       0.00     105.00       0.00      65.00       0.00      55.00       0.00     226.7470,     38.8999 
4     100.00       0.00     110.00       0.00      70.00       0.00      60.00       0.00     114.0304,     39.3542 
4     105.00       0.00     115.00       0.00      75.00       0.00      65.00       0.00      86.2514,     57.9571 
4     110.00       0.00     120.00       0.00      80.00       0.00      70.00       0.00      68.4510,      0.3409 
4     115.00       0.00     125.00       0.00      85.00       0.00      75.00       0.00      43.7191,      0.2873 
4     120.00       0.00     130.00       0.00      90.00       0.00      80.00       0.00      33.5258,     -0.8079 
4     125.00       0.00     135.00       0.00      95.00       0.00      85.00       0.00      44.3634,     14.6314 
4     130.00       0.00     140.00       0.00     100.00       0.00      90.00       0.00      43.4115,     11.1852 
4     135.00       0.00     145.00       0.00     105.00       0.00      95.00       0.00      45.0510,     12.1519 
4     140.00       0.00     150.00       0.00     110.00       0.00     100.00       0.00      54.6303,      1.5669 
4     145.00       0.00     155.00       0.00     115.00       0.00     105.00       0.00      97.0831,      0.2664 
4     150.00       0.00     160.00       0.00     120.00       0.00     110.00       0.00     131.5363,     16.6290 
4     155.00       0.00     165.00       0.00     125.00       0.00     115.00       0.00      67.4935,      1.2074 
4     160.00       0.00     170.00       0.00     130.00       0.00     120.00       0.00      53.1286,     23.7694 
4     165.00       0.00     175.00       0.00     135.00       0.00     125.00       0.00      55.9717,     14.9406 
4     170.00       0.00     180.00       0.00     140.00       0.00     130.00       0.00      42.1470,      5.7855 
4     175.00       0.00     185.00       0.00     145.00       0.00     135.00       0.00      28.4834,      1.3046 
4     180.00       0.00     190.00       0.00     150.00       0.00     140.00       0.00      23.4965,      3.5453 
4     185.00       0.00     195.00       0.00     155.00       0.00     145.00       0.00      44.5185,     17.5158 
4     190.00       0.00     200.00       0.00     160.00       0.00     150.00       0.00      45.9354,      5.9921 
4      40.00       0.00      45.00       0.00       5.00       0.00       0.00       0.00      17.7814,    -92.6252 
4      45.00       0.00      50.00       0.00      10.00       0.00       5.00       0.00      45.9961,   -208.0940 
4      50.00       0.00      55.00       0.00      15.00       0.00      10.00       0.00      62.5929,     60.6833 
4      55.00       0.00      60.00       0.00      20.00       0.00      15.00       0.00     102.4277,   -189.3110 
4      60.00       0.00      65.00       0.00      25.00       0.00      20.00       0.00     115.5752,     18.9536 
4      65.00       0.00      70.00       0.00      30.00       0.00      25.00       0.00     132.0691,     75.5492 
4      70.00       0.00      75.00       0.00      35.00       0.00      30.00       0.00     220.2568,     30.7665 
4      75.00       0.00      80.00       0.00      40.00       0.00      35.00       0.00     305.8882,     48.5115 
4      80.00       0.00      85.00       0.00      45.00       0.00      40.00       0.00      72.9370,      3.2369 
4      85.00       0.00      90.00       0.00      50.00       0.00      45.00       0.00     169.3018,     -1.5228 
4      90.00       0.00      95.00       0.00      55.00       0.00      50.00       0.00     307.3640,     19.5169 
4      95.00       0.00     100.00       0.00      60.00       0.00      55.00       0.00     299.5691,     41.7173 
4     100.00       0.00     105.00       0.00      65.00       0.00      60.00       0.00     140.8338,     -1.8752 
4     105.00       0.00     110.00       0.00      70.00       0.00      65.00       0.00      69.5276,     46.2172 
4     110.00       0.00     115.00       0.00      75.00       0.00      70.00       0.00      78.5030,    274.7130 
4     115.00       0.00     120.00       0.00      80.00       0.00      75.00       0.00      56.6111,   -360.0150 
4     120.00       0.00     125.00       0.00      85.00       0.00      80.00       0.00      28.1700,    -39.7895 
4     125.00       0.00     130.00       0.00      90.00       0.00      85.00       0.00      34.5791,    -84.0841 
4     130.00       0.00     135.00       0.00      95.00       0.00      90.00       0.00      45.7720,     41.0095 
4     135.00       0.00     140.00       0.00     100.00       0.00      95.00       0.00      33.3460,     -8.4480 
4     140.00       0.00     145.00       0.00     105.00       0.00     100.00       0.00      51.9194,     28.7806 
4     145.00       0.00     150.00       0.00     110.00       0.00     105.00       0.00      56.2775,     60.5633 
4     150.00       0.00     155.00       0.00     115.00       0.00     110.00       0.00     163.7506,      5.1113 
4     155.00       0.00     160.00       0.00     120.00       0.00     115.00       0.00      91.3671,   -289.0710 
4     160.00       0.00     165.00       0.00     125.00       0.00     120.00       0.00      44.2004,     86.9569 
4     165.00       0.00     170.00       0.00     130.00       0.00     125.00       0.00      52.6227,     -5.7371 
4     170.00       0.00     175.00       0.00     135.00       0.00     130.00       0.00      55.4876,     82.5643 
4     175.00       0.00     180.00       0.00     140.00       0.00     135.00       0.00      29.4572,    -30.5829 
4     180.00       0.00     185.00       0.00     145.00       0.00     140.00       0.00      25.3526,     69.0170 
4     185.00       0.00     190.00       0.00     150.00       0.00     145.00       0.00      23.1663,     69.8945 
4     190.00       0.00     195.00       0.00     155.00       0.00     150.00       0.00      56.1452,     74.6688 
4     195.00       0.00     200.00       0.00     160.00       0.00     155.00       0.00      35.7481,     85.4391 
4      60.00       0.00      75.00       0.00      15.00       0.00       0.00       0.00      27.9306,    109.7430 
4      65.00       0.00      80.00       0.00      20.00       0.00       5.00       0.00      32.7903,     44.4227 
4      70.00       0.00      85.00       0.00      25.00       0.00      10.00       0.00      47.3267,     -1.2232 
4      75.00       0.00      90.00       0.00      30.00       0.00      15.00       0.00      62.0647,     50.0244 
4      80.00       0.00      95.00       0.00      35.00       0.00      20.00       0.00      88.7650,     38.8946 
4      85.00       0.00     100.00       0.00      40.00       0.00      25.00       0.00     123.9815,     34.8415 
4      90.00       0.00     105.00       0.00      45.00       0.00      30.00       0.00      89.6752,     60.5945 
4      95.00       0.00     110.00       0.00      50.00       0.00      35.00       0.00      61.0672,      6.4232 
4     100.00       0.00     115.00       0.00      55.00       0.00      40.00       0.00      48.6282,    116.6700 
